531582	291346,571395,602195
547093	614695,614696
1346320,1496732,1528743,1564478,2208869,522713,539600,555209,614723	1125483,511018,554754
148369,180880,550222	180880,1863798,529635
37098,554864	17326,37098
23455,24024,627915	1473809,1780,191791,24026
155634,549775	56289,573005
895426	555068,614397
547452	533751
531582	1590272,253625
1399290,1432706,830959	1343886,595076,8074
614553,74	554883
350326,576850,8746,9307	1675916,1803724,1803725,1803726,555309
182635,555051,614514	228423,614619
44866,511018	1624182,531801
859363	210696,531852,557240
1430520,614459	895082
554865	1853780,531786,555484
206352,555071	600739,849618
529881	1378701,586160
124395,293245	1489676,169369,9113
292356,460111,549793,554461,555191	1849,2176210,834615
168256,1997493	511018
1327653,1680587,549775,551082	291356,337102,555367
834387	1624084,1679,550456
182635,554714,614553	1719415
172051,4502,457755,9236	1719577,1854593
511018,555355,9482	555460,565232
1377578	1377918
388502	1995678
258391,549366,554865	614435,614436
536946	401174,416614,614365
554637	134622,179094,531645
1719477,1719478	1428728
1428679	2176774,2176775,86723,9297
565622,565707	554683
813729	565473
1060796,227975,507044,8807	4502,554597,9236
263970,550094,614540	1556627,531668
23288,342133,555147	572866,710453,710454,806357,86757,894884
1378493,545053	1191565,1995478,1995479
171577	258635,291065,70365
1461585	1473638,214449,595076
551423	51633,614726,614727
271224,558280,635050	531643,9683
1327576,75301	268415,315413,75301
529881	1719251,570673
379753,555039	1969491
554865,9683	2108943,436804,439150
1346561,576956	389002
1719034,1719035	531580
263001,662807,9197	179828,424044,548578,555057,9377
155635,56289,614625	1179125,384749
510483	1300782,1492557,266990
23302,530710,557999	23302,530710,557999
614412	1346754
242438,555278	1854570,228573,86788
1428450,1719115,554390,554391,614464	30311,532026,558692
256897,639439	344999,86726
394686	1327695,614458
1576634,681439	1322620
375763,620625,895444	142624,192340,375763,551896
1327827	1656816,36399,662792
1327761,160165,534461	149333,66252
341582,529481,99185	577721,9097
314749,341642,404167,550131,614751	1327750,344999,86726
1217,4524	1066600,424146,4524
133910,1621,501197	182803,635996
555170,555171	1719531,1854628,1854629,248813
555081,9271	555081,9271
1631346,1719194,555071	1267421,160165
296237	942729
296237	547372,56290
531584	531584,550130,550132,550133,550134,550136,550137,550138,550142,550143,614428
662924	350104,638142
125906,155577	118112
292356,460111,549793,554461,555191	1849,344972,555253
531582,548435	182682,1854576
169369,394686,555383	1718928,404123
614369	1287671
1376683,439150	25275,301881,596329
220156,382527,550064,550065	1251,627843
409752,531733,654521	171482,184588,26199,368853,548834,567514
258401,511018	181756,314733
614586	558260,794501
554683	1327227,9236
1432177,1432178,1432179,555393	331683,529426,856480,856481,856482,856483
501197,555013,614392,9307	153179,519265,83972,96932
614695,614696	76319
536946	426322,529539
760610	555191,760610
1327653,1680587,549775,551082	1277983,1378143,1543657
50382	100159,1672986
1268735,549508	9361
258394,555209	1718941,275662,558405,576905
1173085,1526744,1564467,2085185	554883,614544
536946	1719251,570673
99212	1289781,1490446,1993031
271872,9241	205938,236467,614392
341651,554521,614392,9215	614392,614474
1121913,455947,970626	306387,614714
350326,8746	350326,576850,8746,9307
1624157,358503	1775665
550129,550132,550141,554444	114256
582054,790217,89686	275997,600358,78258
322429,667437,9264	345320,667359
1327785,258383,576927	258378,501195,531643
314749,404167,550132	132023
558909	377050,558909
311828,637410	614641
511018,83972,982739	511018
133910,1378143,554401,609554	1718,228644
394686,4524	667448,667449
529881	1327718,535701,794501
1056854,1551319,317802,326241,554792,555433	1179125,384749
169369,292356,9113	407872,407873
554759,9248	4498,549365,614378
1226524,56159	547746,565446
9361	234653,550306,555199,9248
413110,554601	1479834,41889
554679,8744,9218	2176384,554906,614491
276453,37098	16026,895852
229707,894765	1719605,1719606,218001
554976	572866,710453,710454,806357,86757,894884
1528700,183767,2208865,394686,404123,426542,4524	221735,614718
173809,21686,49166,8695	21686,8695
341651,554745,554746	1125483,511018,554754
649995	221324,531828
143578,341651	143578,554413
182900,73991	1327500,1327501,361200
271828,474190,894348	1002566,578043
1527332,163550,638334	258385,4481,554989,86723
554500,9424	674592,675027,898251
529881	531394,550136
305916,507167,550240,554524	1244432
1369887	275997,600358,78258
4524,856348	1718809,1719412,1853712
1718354,895797	1134266,1134267
441282,72352	441249
296237	1969387,1969388,1969389
441448,554601	1322706,270980
1346585,555071,5562	291362
1096282,554407	139347,375745
25761,572866	3954,614690
1795723	1623926,1656826,1969489,805481
314749,614491	8027,8746
322819,614589,789786	328501,50383
565914	1624087,415225
1327761,160165,534461	1448653,437545,554606
531505	1267616,145126,1719296,1810939,1810940,518999,554559,558371,565425,614738
168256,662672	47116,50355,511722
942149	476115,638321
554683	1854665,895985,895986
2176623,2176624,2176625,2176626,394686,4524,554739,554904,561082,565860,8702,8807	169369,258394,554397
501197,555372	258475
895771	436762
48784,549676	1719607,2049536,292612
822907,90958	34205
10221,160165,554688,9215	1854252,531746,555094,555309
342959,441249	406079,70407
551449	227601,662950
1226749,1269414,285775,555460,565232	1564480,171426,406768,555460
160165,50383,554688	217146,554555
342133,554883	1537,21682,437555,614604
26219	1345,614684,972007
895069,9215,9248	635069
258592	25364,559032
814255,942686	1327331,148474
404167	4470
242114,614324,9097	1327053,345015,345016,543076
549601,856453	258400,258401,511018
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	547093,550127,550131,550132,550134,550135,550141,614518
296237,614376,614738,614739	1564449,9430
258394,555372	20998,582153
511031,895069	293211,444662
389007,56217	1094753,560775
293211,511031,555523	595502,614366,78582,8074,85240
9053	173177,530425,9424
263052	1729046
1621,614609	275661,275662
310586,555297,555300	297206,306387,311331,570761,570762
531613,668455	181756,314733
210092,572777	572777,70775
276453,37098	1995597,550455
554485	258635,549366
10414,350861	1327735,531603,554407
341642,565859	1346692,218001
1494289	531556,552156,9003
1868154,1997462,1997463,258401	111108,96932
4044,848475	249559,275342,391464,597421
9053	554492
614606	444352
547952,894626	1280782,338362,65950
1226159,1358781,229707,468021	275658,7924
1452,1891074	441277,8908
531585	273931
614351,614352,614353	1458167,153517,1782566
2117935,555051	1656825,1656826,805480
358509	1995679
555002	1057521,23683
68603	1293709,97029
477810	4790,79274,9047
1358862,1762908,206352	160024,27190,856438
145126,1719296	415216,531707
614586,9683	115457,143578
1853692,1853693,286828,525352	286828,525352
1277983,1378143,1543657	344999,554533,807593,86726
1332849	1332849
554437,614542	133910,2176257,534140
164766,228569	510483
23455,24024,627915	166602,550398,9197
1408806,8908	554737,806779
2176255,2176256	637622
152516,900176,952893	667392,8828
182913,372012,638200	1995571
1327624,228867,614337,614339	383669,639871,66254
1358726,284179	344999,554533,807593,86726
1200208,639581,9264	555077
1473501,328005,555013	239829,50383
179467,179468	148512,637657
1327187,133910,1624000,554401	614723,703674
614722	567438
1123289,1332944,177531	1123289,1310346,177531,1993396
25819,439117,518919	181756,322878,555198
134622,179094,2176220,232437	179094,510517
1226656,1226657,1268686,1268911,144979	144979,178131,291301,558249
572559	68603
1462559,1462706,1462707	410748,575557
9053	1287549,8744
554865,9683	637441
33742	832695
258474	387475,4790,4799
555205,557055	169907,535605,793293
1332820,33751	33751,342989,667448,667449,856260
175598,29213,558947	291323,4790
1378152,1700161	168048,571186,775946
614472	572866,614507,614578,74453
1157532,554729	531708
402232,554461	554639,856275
577590,9113	1327595,275662,436545
1402070	1853723,794501
3570	457443,780420
1277988,1327592,531630	292356,536472
144761,313548,401174,81992	139658,144761,313548,401174,4792,81992
350357,446747	350357,446747
44866,511018	1776054,535627,555158
813741	555198,565232
1100406,1192078,529883	529883
258391,554868	258400,258401,511018
531627,555272	1327153,1327154,182682
242114,614324,9097	1125483,1586162,511018,75421
379753,555039	263001,531525
33751,382562	258383,86723
1058029,233075	112857,1853789
444750,614498	554397
895426	555226,555339
236338,760610	614324
555170,555171	86787,86788
549601,856453	1327609,9150
831146,9212	531494
14920,1515890,1718971,4521,491506	529481,601360,99185
547093	1428450,1719115,554390,554391,614464
337102,561628,856443,894660	337102,856443
529426,70365	1947749
4489,518919,742717,9481	1287549,1719190,1719191,637734
1621,942136	229707
159465,220311,46109,817912	452842,46109
276566,4961,547092	292356,550034
530384,9197	179094,225730,856413
501197,547487,9215	555372
1481854,47062,739680	249559,275342,391464,597421
241496	25275,301881,596329
341651,9215,9683	552665,813441
68603	258394,525352
1719305	113670,1969507,614678
263732,554721	547130
614412	137603,317891
491506	1408843,776792
558058,565267	160363,565513
510928	315210,37166,510928,52810
1427209,210098,21663	221019,302042,554706,554707
1384740,565594,951571	531573,565594,662892
1719073	155635,56289,614625
1079749,547698,565254,565697,571706,680782	229707,507132,554401,555102,555103,894765
1719422,9248	1191754,169289,834539
1473655,70365	1527332,638334,805505
104342,547322,549174	555427,986918
1253118	221018,273931,649228,72857
256835,555058,573694	256835,284346,312365,5046,510830,639211
281057,4674,531601,560988	144559,17205,547130
4498,942513	388902
296237,614376,614738,614739	2176825,554559
276453,37098	806611,9264
13202,554591,79301,9143	1066452,1219390,15714,692936,9143
1278105,614669,650938	9361
555430,667489	1280477,519346
133910,350861	555457
292356,4524	288663,759295
441438	1184708,131470,32063
1327155,1473832,9290	554887,554888,56246,8882
614412	1728918
547372	1528699,273213
66095,895069	258602,531849,554554,9197
536946	1327155,172108,533360
554896	1853800,9248
614412	1925588,1926262,1926263
438095,614392,9215	118810,1537
258575,554721,942703,942704	1289046,546972
1431721,761147	389002,680463
614412	315164,555285
531505	350861
241056,377050,491506,558371,894465,9248	1327698,474483,9475
554492,8744	293211,554492,558483
555508,653872	554428,555309
853676	2176236,651510
1995619,1995620,806430	780806,806430,806431
614716,9215	547746,565446
1727836,1853973	406079
160165,614588	531685
1327046,1495097,1775982,1995709,1995710	127037,215339,281120
550128,550132,550134,614428,807049	229707
100158,614384	1287549,154907
181756,322878,555198	304698,554865
251098,31476,389202	462404
501112,953195	289034,533845
1096282,554407	536946
555514	182683,182879
507265	507265
1719422,614376,9248	7490,823612
4498,549366,565555	1343914,1428454,547439
144536,353773	169369,448349,9113
258378,268394,289462,507009,549470	1085037,1252353
171577,441238	4471,549420
228521,555253,9020	531688,554857,70365
1854570,228573,86788	1378581,30366,83219
555209,555272	258378,895224
1623868,554475,70365	265258,554755,70365
1269754,1528700,1719000,404123,491506,908111	1327486,894465,9361
340981,971054	408295,4469,554602
273235	66038,982594
1431260,680099	536946
350104,536474	291186,554623,8828
529928	1327533,1327534,614663
601304	99212
536946	1408843,776792
438095	63608,69860,820825,8715,9271,94644
554893,8744	17326,554749
258475	614586,9683
555005	895082
571132	1080239
52264,8746,9307	328664,554679
1412041,635050	258400,258401,511018
196395,196397	635050
229707	1058405,1093105,119997,168047,614745
512189	1181810,1193301,50361
259956,48258,554971	9053
171577,558225	167222,614538
388493,65984	614564,65984
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	4470
550537	350303
551162	17326,37098
297658,614616,895788	555133,9435
1226749,1269414,129778,555460,569346	555460,565232
175671,1854765,614718	4524,547497
491365,614562,895094	491365,533282
148419,554492	1673002,216846,337057
166319,534977,554601	1269235,554601
303640,554880	1098621,1346320,539600,565232
547187	281056,550240,7924
529928,53994	293349,5046,53994
1564478,539600,555464	273916,650995
547187	1327799,387475,4790
571132	216845,66095
258394,555209	384240,847290
169369,258385,366187,9113	258383,856397,86723
302711	319443,548320
353773,943030	1358743,370292,789506
1427183,1719058,1719059,202240,235747,4701,550663,77004	1679
1564478,539600,555464	17997,457187,805480,805481
1327653,1327655,1528719,1528720,551082,555273,942376	1327653,1327654,1327655,1327656,1327657,550549,554526,70365,8702
1327655,531627,555272	1102826,70365,856256
258635	337102,856443
536946	614654
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	1719215,531584,550143
258373,281855	115457
350357,446747	210696,531852,557240
565622,565707	111158,167222,441238,605778,9288
1118692	86755,86757
394686,9248	30367,49654,49662,951640
286923,572714,822334	572947,627930,627931,627932
558909,614703	554562
228644,614680	305930,550140,572906
1427085,1580510,473932	614337
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	1252027
533215,533216	1718834,554721
1543675,9475	1300782,1492557,266990,284179
565553	268415,315413,75301
531708	145126,388902
229707,554401,555102,555103	1969395,467042,56289
1816435	153798,614475,614476
1094874,807049	1057,614376
1102826,856256	1102826,70365,856256
529881	1327448,1327449,710452
31476	1217,258400,614544
258391,549366,895392	506319
1300782,1332909,1698751,1718816,531517,614678,667361,822954,968284	1085037,1201496,388462,547852
536946	2049804
289244	1623896
781707	296237,547266
1226749,1269414,285775,555460,565232	565232
554485	1322706,270980
139347,375745	667508
1993361	1993343
153,293209,293211,555041,8746,945024	372483,554679,9053
172499,50502,533251	262364
341651	554485
577483,895411	1301059,1853989,80880
1448717,357360,531752	1428288,2176621
501197,555013,614392,9307	2176691,9235
1974883	519011
251098,31476	4701,636852,822339
531582	572777,70775
614474,9683	341651,9215,9683
518919,614670	1995673,550140,63297,70358
50468	228673,76316
228521,305916,547132,551744,551745,551746,551747,8778	292612,551261
170708,25876,3588	4701,636852,822339
547736,614358,8807	402232,554461
