149,261649,437413	149,261649,437413,8924
479351,479353	1240018,471431,9070,989266
1255357,271310,993152	472977,59400,6446
113323	4333,466981
8397,9300	388880,429728
236846,34601	1101032,453103
1064271,1325273,467299,468357	115512,87883
465296,471039	465296
1014505	157981
1566441	137164,363022,394476
47462	132963,340563
1063958,454289	261648
245447,661181	245447,661181
252609,466205,467452	133811,311992
1549647,456376	465668,465670
555974	286667,443391
134187,833436	705797,71608
465296	416783,550566
340147,5347	5347
105971,1095074,154637,466307	59635,66122
470925,61479	61479
1189197,485687	122460
517609	1353650,206843,3512
8397,9300	388880,429728,471616,8427
8906	245435,32368
384610	272376,384710,517632
287101,29982,479670	194345
166842	550491,62646
157842,28067	44383,8703
256770	277350,534962
1452876	302202,8765
50750,517664	50750,517664
4850	104,160657,1837
443391,668830,9108	164346,471376
798676	340147,471556,5347
1661215,506504,85065	254039,333778,85065,976253
323770,329766	1068229,329766,587353
143232,158116	124240
1087313,110534,1285,556092	110534,1139137,1285
31143,471140,473821	157842
703876,703877	970113
190821,479616	259859,384449,66129
1676,174822,22443,529732	233547
395094,465572	470938,8595
3961	587870,594104,683166
331111,52942	121648,466483
259859,456394,536743	422083,47489,8938
92666	92666
163819,27932	685407
1142251,293536,469436	1172468,483761
293104,506801,737025	737025
517856,59733,83050	517856,59733,78185
517749,517750	517749,517750
246651,69157	444625,453075
1064386	163467,269028
92666	286627,92666
142173,359224,359225,359226,359227,964885	243700,259859,74674
1353458,471163,560886	327037
277101,367972,370084,67881	1353237,302208,470981,471039,845728
422083,47489,8938	10826,291414,4615
429728	517665,8712
964832	171660
1064010,276871,92641	1353463,175551,276871
311852	8873,9065,9300
4333,569124	124240
427281,8595	427281,471397,705793,8595
147833,149697,434361,471266,471267,47489	149697,471088
8397,9300	8397
29983,437405	286667,443391
247640,359316,61380	352694,397162
232279	256298,8488
224526,382737,479398	479507
471140,673280,9300	471140,673280
261649,384579	156144,272376,466247
67878	24156,268969,503645
1172462,311992	1063930,1063931,311992
471650	470957
120324,142023	1027103,8807
14	14
506968	293104,506801,737025
171660	1485568,1556266,1556267,1556268,1556269,1556270,166599,907641
388822,437367,8906	1284088,471489,8781
331111,52942	1166,368661,387961,86543
129482,1314109,1352890	437115
120368,157491,471671,479330	200152,470972,852612
199483,47569,484378,70666	280378
381837,467264,517854	1060639,242937
149,261649,384579,437413,8924	124240,206875,465187,465189
359191,359192,359193,964954	120368,471671
517845	1064271,1325273,467299,468357
131435,525688	175140
305159	305159,507276,8585
251209,469218	340472
124240,138269,23048	669541
148,164346	1232,1236
58543	141498,355325,78676,90589
187606,53014	233547,559302
216369,434361,437405,437462,453014	388880,471217,471616
4324,443391,471250,9108	232171,388880,4324,471217,471418,9065
24083,7765	45970
143060,155758,8781	115512,228166
452992,658497	452992
1793,1858,4884	104,148735,160657,1837,4850
191431	14761,206871,856934
1863,465663	158279,352694,86518,8924
1086882,1710488,1710489,479337,479338	467964,479338
291472,427268,481128	1251619
160080,378859	160080,200218
7804,791807,791808,791810	471558,572988,890144,890145
150224,240738,4333	470955,470956
384832,517765,517766	233547,260104
1051555,1701493,251412,274508,8093	204846,22764
1139020	1139020
246839,465675	276946,454842,8509
429728	4306,470957
324206,355963,602966	178858,378317
1353656,1440767	1353656,1440767
78676	1064011,388486
250644,791996	1139020
47461,47462	242949
471221,62365	451825,48665,48666,94309
539742	9044
3961	1240033,288884,471674
1021199,120368,255399,471671,989404	143060,467504
24929,471140	159264,24929,437405,536554,9300
470925	470925,471239
114,1863	518172,9059
1078135,195473,268969	280195,471542
1138036,471119	237044
1119466	232330
736837,736838	736837,736838
1793,537253	517773
280263	1172608
233770	470955,470956
327037,547870	1064330,338537,392280,70124
517769	31490,45153,89607
116998,143028,617490	175736,181978,586953,699231
110846,2178,2179,465760,467682,467683,467684	276871,9095,92641
150865	52395,94144
140570	32436,8855
1642781,453075	127632,176703
333096,471360	206895,471360
1141832,1141833,1141834,569243,58448	236346,352694,4613
673574	147833,454516,47489
381840	1316770,1316771
1577,468010,468011	1577,466247
471088,471616,8426	10826,291414,4615
471701	233547,559302
206505	150054
397886,454756	218640,397162
187606,53014	233547
148004,517610,64604	4333,466980,517642
4358,470949	467264,470984
1064169,122664	122664,6801
148734,252969,470986	243630
150224,166646,81228	1035006,1242,95262
964832	8873
476927	1145,232172,421964
469111	469111
772268	465668,465670
1338460,1360461,1360462,1360471,1360476,1360479,547660	305169,8509
470875	467264,470984
534587	467964,479338
260095,507275	209979,324404,860234
232172	171409,59635,94309
79324	102843,602473,867
243673,517682	517665,8712
791932	298205,298333,303285,31951,404355
1701118,278374	153035,388880,471217
22236	261649,384579,471045
1240018,471431,9070,989266	1240018,471029,471431,471489,9070,989266
1240018,471029,471431,471489,9070,989266	165878
454904,79041	454904,79041
517702,780774,926497	471360
311852	18376,37514,466707,750093
132179,569613,64575	126190,1452779,1452811,353688,427936,448950
379313,471616,8873	206678,429728
147833,4307	1063982,340472,395094
1453248,156172	1477317,264462,65632
471100	236828,465711,468681
206678,466981	354840
105728,105729,1319764,547414,74650	105728,105729,74650
293104,737025	209174,487907
1323864,337162,44314,471671,569069	471671,569069,912448
15420,471000	120368,443391
199530	1577,246903
1439,20753,241342	206214,260124
305159,507276,8585	1270111,14758
47489,8876	470955,470956
206214,260124,92637	92666
467059,471009,79041	1577
419231	419549
247644	200152,470972
200728,200729,3443,451058	1166,368661,387961,86543
395094,473883	20747,261759
48675,736721,736962	736721,964787
517705,8426	143060,517705
1064193,163740,204324,40947,452036	163740,204324,452036
517856,59733,83050	256492,95331
1029299,147833,286273	261648,471088,488520,679569,8765
200728,200729,451058	200728,200729,3443,451058
258522,470972	465296,471039
465296,8906	453103
232172,64710	264462,3742
1308610,395233,453014,705792,8595	155758,368178,471676,8781
438192	197156,720247,811643
535450	217838,451668,8765
1007944,1007945,166625	1007944,1007945,166625
467586	452982
261649,651156	1154392,374995
479585	517856,59733,670115
989111	120368
311992,66170	147833,8873,9017
8906	143060,8426
464988,464989	125366
167513,256492	167513,256492
289472,9070,988714	251403,9070
324206,466247	340246,62365
471616,517665	243673,517682
1284005,15420,506940,51556	149192,175531,479630,78021
4306,470957	4306,470957
242937	242937
1284098,264145,8488	122486,217434,4358,470958
124240,1520,429728	206875,20745,465187
15420,154637,470972,470973	411360,868242
467499	471616
256886	340364,517704
232279	129905,1453251,1453252,147833,210018,286273,352694,86518,8924
127660,152098	1020842,679395
4306,468846	1044184,46802,8651
232314,422232,465711,772480	255438,466981,517813
792745	175140,283823
309213	192768,228166
467504,8426	467504,8426
547785	157941,7482
735845	357429,37514,8703
129597,534565	443851,471453
1414982,4873	13775,667806
24156,603312	191379,44383,8703
232196,280263	240755,280378,70666
4333,466981,479585	468556,517680
467315,517845	237044
429728,471616,9065	65629
422276,517735	124240,3443,354292,454796
471419,659133	14758
31556,31654	30689
147833,687581	147833,471266
379313,471616,8873	151990,159264,437413,451668,8873
18376	18376,246651
64960,705678	64960,705678,705679
1008483,1078125,1212939,254039,92641	1078125,254039,291414
151362	9300
471555	471555,964832
246651	246651
1656340,477096,668209	477096,668209
354047,378301	8765
467526	887080
200729,291414,546363	263182
375078,479449	465668,465670
1068205,1068299,1497812,1497813,300103	1068205,1068299,1068322,300103
355789,489077	129505,357429
151757	1353444,246909,41140,973689
384663,454904	4358,705729
254039	236223,252969
569749	167644,302208
166599,466978,517734	517649
103336,1353475	103336,1353475
1064291,48749	157517,157518
1525483,1525484,184126,467165	157941,7482
9718	144060,357411
452988	1172520,1248446,170270,35072
286590,286680	1240037
466939,506727	466939,506758
120324,466982,471555,517835,53013	200729,291414
1078366,1123294,174707,197592	1078366,197592
252995,40947	1536,81172
408536	116677
196578	196578
471509,471695	550491,62646
252136,488935	1064241,1078366,147053,160884,168814,259489,402558,452998,4648,488935,508210,9260
451853,891296,963177	9065
1100434,1139214	1140074,314723,471133
139205,378276,479656	378276
470959	129905,147833,705831
419390	305157,8509
261649,8873,8906	1139132,1154406,361105
166589	1251678,479607,556120
470949	470949
340713,9109	437405,471595,9109
333096,471360	471360
587317	293104,737025
4358,479773,8781	81169,8945
467930,632691,928380	136609,193296
105728,105729,1154392,645226	444625,453075
517665	517665
32380	32380
435188	200728,200729
258334	1733674,871956
454904	16657,471136
452982,467579	356313,422276,452982,465160,467579,467580,467581,467583,467585,467591,470910,517735,517736,517737
208296,964743	251578,647216
1353237,302208,470981,471039,845728	302208,471039
1360455,35072,371767,453014	35072,444191
384832,517765,736266	341208,384832
8906	8397,8695
465160	1063958,454289
261649,471088,8426	8807,9006
115512,302224,427281,465160	243700,259859,74674
47462	452982
47495,479465,736716	48665,94309
427281	29983,705736,730660
71608,92198	200371,92198
1453391	550566,736004
103336,437405,9300	103336,232172,437405
1078525,656167,656433	166599,907641
149,261649,261749,668936	148,261649,261749
736978,736979	467964,479338
359191,359192,517742,542834	517853,8385,8781
105624	1138994
468947	133811,311992
61380	1275270,67881
1141627,244632,680357,761999	8855
453032,470945	1124522,1178262,239589,254039
264230,369124	427281,471397,705793,8595
200727,8855	163740,204324
472977,891016	472977,59400,6446
1212938,1212967,1212968,248749,341208,384832,384834,74756	341208,384832,74756
242257,471558	129505,134009,291414,4615
134343,340472	1078445,8676
217385,414700	479507
134209,329766	1078458,329766
443391,45473	185274,386267
437405,78676,802911	437405
218640,46802	149192,175531,479630,78021
471616,8969	129905,147833,705831
467044,485283	24201,59171,59172
44433,9161	191379
410972	1212912
236828,465711	1353480,1353636,529778,769003
47682	1100402,286619,471384,517626
535450	397162,411369
1009986,15120	123623,326370,8938
487527,81172	487527,81172
47462,793506	47462
411369	471140
45970,673254	120368
1064010,276871,92641	276871,92641
473821	9300
471385	4772
472962,676290	130658
1399066,1439,20753,241342	241342,8898
1009018,272799	471176,48665,94309
451618	4333
556120	191309
356313,465160,467585,467591	303285,31951,361104,559269,705672
130469,411369	47489
451668	166748,429728
1439,65629,65632	1138986,1439,20753,517790,897746
705652,705653,91949	471325,471326,471327
1075782,128430	89709
1381251,200110	236346,352694,4613
224753	1078196,129227,485042
4358,467928	488636,66129
298333,31951,471485	705792,8595
129505,134009	291414,362148,78673
130470	506940
485414	184134,384594
1141209	359192,471090,479362
31950	206895,471360
147833,470979	61435,8390
479738	492545
155455,268969	272756,506849
291414,47489	147833,454516,47489
132963,736748,9065	355963
152304,232314	479613
251578,647216	437413,548774
247545,35073	15420,4333,471000
454904	16657,508723
1457482,679012	1036284,243633,381926
467098	379313
175140	175140
230867,232279	155758,471676,8781
359192,542834	165943,359191,359192,359193,382826,517742,542833,542834,928380
47488	471672
1078459	147053,20749,411369
121601,1577,466247	128430,46802
142258,471523	470971
1353138,200152,245447,470972	1283896,200152
45970,466543	8426
9070	1068246,279858,303285,467582
242937,714657	289497,452152
217838	191379,44383,8703
32436,465779	167644,471601,471602,471603,8855
206790,70814	378859
205853	465707,469618,517757
484070	444191
286667	286667,443391
479712,483655	34688
471071	143060,467582,736484
1064241,8813	59635,66122
218640,46802	147833,4307,517617
291472,427268,481128	110712,912771
104937,1242,736519	1035006,1242,95262
465160,467585	470938,8595
149,261649,261749	148,164346,261649,261749
115512,466981	115512,228166
1313428,1452679,264449	124240,1690701,454796
471616	471616,8969
324206,355963,602966	129227,329766
473121,659133	65997
517835,964832	471555,964832
240340	134009,291414,8703
1106457,735748	1690725
467928	1064271,1064272,1064273,467299,467928,470974,470975,66129,8385
473630,61435	61435,8390
341397,479658	1063897,304929,304930,461878
134343,378317	150054,286057,453042,453043,453044
253625,548838	113323,253625,295177,548838,965227
120324,517873	282404
603450	467846
1101876,47618	47618
160024,28474,292308,292315	1063979,1063980,468357
105104,4558	8906,960833
236828,465711,468681	1353334,236828
456394,8781	8807,9006
103336,437405	134009,1439,794539
673752	20751,67901
388880,4324,471217,471418,74905	388880,471217,471616
1481971	1240017
64575	166599,471003,64575
429728,465472,8873	164346,232167
16514,175140	276946,305169
1091332,479322	194345
340011,466978	467586
1187738,245447	1187738,245447
555964	137164,363022,394476
384515,467587	4333,466981,474220,517641,517642
1068246,279858,303285,467582,791823	134707,488799,9017
1060639,242937	1060639
21134,8906	156144,272376,466247
1064056,3443	216369,47489
14774,325403,357429	306688,325403,357429
245600,473585	471140
1439,292221,65629,65632	844731,844760
1138902,254039	1138902,254039
124906,1360473,163740,264575	163740,264575
1064312,452973	129393
230820,251403,9070	251403,9070
1549631,1690512,1690513,471074	434361,8488
465919,465920,465921,59302,8426	32380
218640,46802	206875,20745,465187
471101	1166,471175
272376	272376,311992,66170
252969,304930	3443
736030	159264,9300
465160	487527,81172
20753,65629,65632	241342
470910	437405,451668
206678,466981	103336,232172,437405
1141546,247545,452982,467581	471384,517656
166599,236828,286995,907641	1554339,1554340,1554341,166599,944858
1078138,998276	1078138,998276
8873	171409,59635,94309
1229741,384579	261649,437413,8924
1353424,386267	386267,667311
156683,1663676	122664
1536,374973,470983,793543,81172	1536,81172
667806	81143
488636,66129	1124315,470984
1029299,147833,47489	1200229,23031
1353424,386267	232172,378963
264617	260095,484301,508210
137,14658,164479,25016,260263	105624,152054,158910,191379
35073,470944	1453391
240327	397162,411369
437462,9017	8969
161677,434487,74366,8585,8720	8585,8813
645899	487527,81172
1127183,1127184,1127185,381879,47506	235603
62373	1593,160884,2095
1164285,437413,465160,470905	148595,465517,81172
232330,356265	232330,356265
670080	534440
226056,467353	209979,324404,860234
239651,466158	517611
